,date,id,rawContent,url,username,followerCount,replyCount,retweetCount,likeCount,quoteCount,langugage,links,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card
10,2022-03-10 17:00:35+00:00,1501966255175061535,01coin Project Update and A.M.A. https://t.co/HwXsCdRfbv,https://twitter.com/01CoinTeam/status/1501966255175061535,01CoinTeam,394,1,2,3,1,en,"[TextLink(text='twitter.com/i/broadcasts/1…', url='https://twitter.com/i/broadcasts/1MYxNnLZvpQxw', tcourl='https://t.co/HwXsCdRfbv', indices=(33, 56))]",,,,,,,,,,,"BroadcastCard(id='1MYxNnLZvpQxw', url='https://twitter.com/i/broadcasts/1MYxNnLZvpQxw', title='01coin Project Update and A.M.A.', state='ENDED', broadcaster=User(username='01CoinTeam', id=977592464327544832, displayname='01coin Community', rawDescription='', renderedDescription='', descriptionLinks=None, verified=False, created=datetime.datetime(2018, 3, 24, 17, 6, 21, tzinfo=datetime.timezone.utc), followersCount=394, friendsCount=46, statusesCount=385, favouritesCount=146, listedCount=8, mediaCount=176, location='', protected=None, link=None, profileImageUrl='https://pbs.twimg.com/profile_images/991072392947499008/F1nTlw9I_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/977592464327544832/1525177723', label=None, blue=False, blueType=None), thumbnailUrl=None, source='producer', siteUser=User(username='01CoinTeam', id=977592464327544832, displayname='01coin Community', rawDescription='', renderedDescription='', descriptionLinks=None, verified=False, created=datetime.datetime(2018, 3, 24, 17, 6, 21, tzinfo=datetime.timezone.utc), followersCount=394, friendsCount=46, statusesCount=385, favouritesCount=146, listedCount=8, mediaCount=176, location='', protected=None, link=None, profileImageUrl='https://pbs.twimg.com/profile_images/991072392947499008/F1nTlw9I_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/977592464327544832/1525177723', label=None, blue=False, blueType=None))"
11,2023-06-02 12:25:51+00:00,1664609267842793473,"6/6: With Züs Network's decentralized storage solution, you can comply with GDPR's data protection laws with ease. Check out these demo versions of apps on our website and take the first step towards GDPR compliance.",https://twitter.com/zus_network/status/1664609267842793473,zus_network,28530,1,0,7,0,en,,,,,1.6646092660098744e+18,https://twitter.com/zus_network,,,,,,
12,2023-06-02 12:25:50+00:00,1664609266009874434,"5/6: Züs Network's solution also provides a transparent and auditable record of consent, making it easy for organizations to manage consent in a secure and auditable manner. This ensures compliance with GDPR's consent management requirements.",https://twitter.com/zus_network/status/1664609266009874434,zus_network,28530,1,0,7,0,en,,,,,1.6646092642524652e+18,https://twitter.com/zus_network,,,,,,
13,2023-06-02 12:25:50+00:00,1664609264252465153,4/6: Züs Network's decentralized storage solution makes it easy for individuals to access their personal data and get regular privacy reports for their data storage.,https://twitter.com/zus_network/status/1664609264252465153,zus_network,28530,1,0,5,0,en,,,,,1.66460926211337e+18,https://twitter.com/zus_network,,,,,,
14,2023-06-02 12:25:49+00:00,1664609262113370120,"3/6: Züs Network's storage solution is built on blockchain technology, which provides a secure and tamper-proof way of storing and accessing data. This makes it easy for organizations to maintain transparent and immutable records of data processing activities, as required by GDPR",https://twitter.com/zus_network/status/1664609262113370120,zus_network,28530,1,0,5,0,en,,,,,1.664609260267774e+18,https://twitter.com/zus_network,,,,,,
15,2023-06-02 12:25:49+00:00,1664609260267773955,"2/6: Züs Network's decentralized storage solution ensures that data is encrypted and distributed across the network, eliminating the risk of a single point of failure. This enhances the security of your personal data and ensures compliance with GDPR's data security regulations.",https://twitter.com/zus_network/status/1664609260267773955,zus_network,28530,1,1,5,0,en,,,,,1.6646092585355182e+18,https://twitter.com/zus_network,,,,,,
16,2023-06-02 12:25:48+00:00,1664609258535518211,1/6: Struggling to comply with GDPR's strict data protection laws? Züs Network can help you meet your compliance requirements with ease.,https://twitter.com/zus_network/status/1664609258535518211,zus_network,28530,1,1,6,0,en,,,,,1.6646092556834406e+18,https://twitter.com/zus_network,,,,,,
17,2023-06-02 12:25:48+00:00,1664609255683440641,"Thread on GDPR Compliance with Züs Network (1/6) 👇

Discover how Züs can help you meet data protection requirements. Let's dive into the details:

#ZusNetwork #GDPR #DataProtection #BlockchainStorage https://t.co/nifxZQorNU",https://twitter.com/zus_network/status/1664609255683440641,zus_network,28530,1,8,23,0,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/FxnhLhCWYAInIkj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FxnhLhCWYAInIkj?format=jpg&name=orig', altText=None)]",,,,,,,,"['ZusNetwork', 'GDPR', 'DataProtection', 'BlockchainStorage']",,
18,2023-05-31 22:00:54+00:00,1664029208664834052,"The Züs Weekly Debrief (May 31, 2023) is here!

To learn more: https://t.co/NFmErpMJDT",https://twitter.com/zus_network/status/1664029208664834052,zus_network,28530,0,4,13,0,en,"[TextLink(text='medium.com/0chain/z%C3%BC…', url='https://medium.com/0chain/z%C3%BCs-weekly-debrief-may-31-2023-3402cb825aff', tcourl='https://t.co/NFmErpMJDT', indices=(63, 86))]",,,,,,,,,,,"SummaryCard(title='Züs Weekly Debrief May 31, 2023', url='https://medium.com/0chain/z%C3%BCs-weekly-debrief-may-31-2023-3402cb825aff', description='Cloud Cover AMA:', thumbnailUrl='https://pbs.twimg.com/card_img/1664029124371918848/xC6ATh-H?format=jpg&name=orig', siteUser=User(username='zus_network', id=941836825764569088, displayname='Züs', rawDescription='Züs (formerly 0Chain) is the most private cloud. Build your privacy solution. Store for total protection. $ZCN \n\n#dStorage #privacy #decentralized #cloud #web3', renderedDescription='Züs (formerly 0Chain) is the most private cloud. Build your privacy solution. Store for total protection. $ZCN \n\n#dStorage #privacy #decentralized #cloud #web3', descriptionLinks=None, verified=False, created=datetime.datetime(2017, 12, 16, 1, 6, 12, tzinfo=datetime.timezone.utc), followersCount=28530, friendsCount=37, statusesCount=1347, favouritesCount=1892, listedCount=143, mediaCount=249, location='San Francisco, CA', protected=None, link=TextLink(text='zus.network', url='https://zus.network', tcourl='https://t.co/NpYbf5fAZI', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1593288311002476544/n4giN1di_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/941836825764569088/1676471448', label=None, blue=True, blueType=None), creatorUser=None)"
19,2023-05-31 19:23:52+00:00,1663989690226057220,"Exciting read on decentralized storage and a nice comparison table! The @hackernoon article dives into the transformative potential of projects like #Züs, #Storj, #Filecoin, #Arweave, and #Sia. Check it out and explore the future of data storage!
https://t.co/0KTG5Eze30

#decentralized #web3 #decentralizedstorage #blockchainstorage",https://twitter.com/zus_network/status/1663989690226057220,zus_network,28530,4,14,40,0,en,"[TextLink(text='hackernoon.com/will-decentral…', url='https://hackernoon.com/will-decentralized-storage-challenge-mainstream-solutions', tcourl='https://t.co/0KTG5Eze30', indices=(247, 270))]",,,,,,"[User(username='hackernoon', id=716348353915686912, displayname='HackerNoon | Learn Any Technology', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]",,,"['Züs', 'Storj', 'Filecoin', 'Arweave', 'Sia', 'decentralized', 'web3', 'decentralizedstorage', 'blockchainstorage']",,"SummaryCard(title='Will Decentralized Storage Challenge Mainstream Solutions? | HackerNoon', url='https://t.co/8LomxxDcjn', description='The evolution of decentralized storage has given consumers and businesses ownership of their data while also lowering security concerns and privacy risks.', thumbnailUrl='https://pbs.twimg.com/card_img/1663145676941787139/ZUZWzJxh?format=jpg&name=orig', siteUser=User(username='hackernoon', id=716348353915686912, displayname='HackerNoon | Learn Any Technology', rawDescription='how hackers start their afternoons. where 25k+ tech pros publish stories & expertise for 4M+ monthly readers. have a dope story? 👉https://t.co/u4v2tJjWpz', renderedDescription='how hackers start their afternoons. where 25k+ tech pros publish stories & expertise for 4M+ monthly readers. have a dope story? 👉publish.hackernoon.com', descriptionLinks=[TextLink(text='publish.hackernoon.com', url='http://publish.hackernoon.com', tcourl='https://t.co/u4v2tJjWpz', indices=(130, 153))], verified=False, created=datetime.datetime(2016, 4, 2, 19, 35, 31, tzinfo=datetime.timezone.utc), followersCount=88340, friendsCount=3078, statusesCount=117120, favouritesCount=5876, listedCount=1792, mediaCount=7378, location='Colorado, USA', protected=None, link=TextLink(text='hackernoon.com', url='http://hackernoon.com', tcourl='https://t.co/OMafF3FrDx', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1539323764160139272/6kD7o16d_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/716348353915686912/1645112469', label=None, blue=True, blueType='Business'), creatorUser=None)"
20,2023-05-29 23:30:48+00:00,1663327057353293832,"Join us on Youtube Live for our Cloud Cover AMA (Ecclesia #16) with Saswata Basu, Founder and CEO of Züs, as he walks through the future of the platform and decentralized storage on Thu, June 1st at 9 am PST.
https://t.co/TB0DZKntkM

#web3 #decentralized https://t.co/FEd7EkcmPD",https://twitter.com/zus_network/status/1663327057353293832,zus_network,28530,1,4,14,0,en,"[TextLink(text='youtube.com/live/tbAmrMsK_…', url='https://youtube.com/live/tbAmrMsK_jI', tcourl='https://t.co/TB0DZKntkM', indices=(209, 232))]","[Photo(previewUrl='https://pbs.twimg.com/media/FxVTExBXwAICTVD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FxVTExBXwAICTVD?format=jpg&name=orig', altText=None)]",,,,,,,,"['web3', 'decentralized']",,
21,2023-05-24 23:00:08+00:00,1661507402196287489,"The Züs Weekly Debrief (May 24, 2023) is here!

To learn more: https://t.co/lyEEMDOBRx",https://twitter.com/zus_network/status/1661507402196287489,zus_network,28530,1,4,16,0,en,"[TextLink(text='medium.com/0chain/split-k…', url='https://medium.com/0chain/split-key-technology-z%C3%BCs-weekly-debrief-may-24-2023-b804143de688', tcourl='https://t.co/lyEEMDOBRx', indices=(63, 86))]",,,,,,,,,,,"SummaryCard(title='Split-Key Technology | Züs Weekly Debrief May 24, 2023', url='https://medium.com/0chain/split-key-technology-z%C3%BCs-weekly-debrief-may-24-2023-b804143de688', description='Happy Wednesday! This blog post will explore how Züs’ split-key technology works and why it is an optimal solution for protecting their…', thumbnailUrl='https://pbs.twimg.com/card_img/1664044449121579008/dKZ26coY?format=jpg&name=orig', siteUser=User(username='zus_network', id=941836825764569088, displayname='Züs', rawDescription='Züs (formerly 0Chain) is the most private cloud. Build your privacy solution. Store for total protection. $ZCN \n\n#dStorage #privacy #decentralized #cloud #web3', renderedDescription='Züs (formerly 0Chain) is the most private cloud. Build your privacy solution. Store for total protection. $ZCN \n\n#dStorage #privacy #decentralized #cloud #web3', descriptionLinks=None, verified=False, created=datetime.datetime(2017, 12, 16, 1, 6, 12, tzinfo=datetime.timezone.utc), followersCount=28530, friendsCount=37, statusesCount=1347, favouritesCount=1892, listedCount=143, mediaCount=249, location='San Francisco, CA', protected=None, link=TextLink(text='zus.network', url='https://zus.network', tcourl='https://t.co/NpYbf5fAZI', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1593288311002476544/n4giN1di_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/941836825764569088/1676471448', label=None, blue=True, blueType=None), creatorUser=None)"
22,2023-06-03 13:10:11+00:00,1664982812716408833,"If you have any questions, please feel free to ask them in the 0VIX Discord:

https://t.co/oom7ufHNc6

5/5",https://twitter.com/0vixProtocol/status/1664982812716408833,0vixProtocol,15862,0,0,1,0,en,"[TextLink(text='discord.gg/0vix', url='http://discord.gg/0vix', tcourl='https://t.co/oom7ufHNc6', indices=(78, 101))]",,,,1.6649828100949606e+18,https://twitter.com/0vixProtocol,,,,,,"SummaryCard(title='Discord - A New Way to Chat with Friends & Communities', url='http://discord.gg/0vix', description='Discord is the easiest way to communicate over voice, video, and text. Chat, hang out, and stay close with your friends and communities.', thumbnailUrl=None, siteUser=User(username='discord', id=3065618342, displayname='Discord', rawDescription='Discord is the easiest way to talk over voice, video, and text. For account issues and support: @discord_support', renderedDescription='Discord is the easiest way to talk over voice, video, and text. For account issues and support: @discord_support', descriptionLinks=None, verified=False, created=datetime.datetime(2015, 3, 7, 1, 0, 18, tzinfo=datetime.timezone.utc), followersCount=4611390, friendsCount=1110, statusesCount=489922, favouritesCount=29480, listedCount=4504, mediaCount=26509, location='San Francisco, CA', protected=None, link=TextLink(text='discord.com', url='https://discord.com/', tcourl='https://t.co/EWXh7hERbq', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1605995588297773056/E9xyyqqA_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/3065618342/1620918020', label=None, blue=True, blueType='Business'), creatorUser=User(username='discord', id=3065618342, displayname='Discord', rawDescription='Discord is the easiest way to talk over voice, video, and text. For account issues and support: @discord_support', renderedDescription='Discord is the easiest way to talk over voice, video, and text. For account issues and support: @discord_support', descriptionLinks=None, verified=False, created=datetime.datetime(2015, 3, 7, 1, 0, 18, tzinfo=datetime.timezone.utc), followersCount=4611390, friendsCount=1110, statusesCount=489922, favouritesCount=29480, listedCount=4504, mediaCount=26509, location='San Francisco, CA', protected=None, link=TextLink(text='discord.com', url='https://discord.com/', tcourl='https://t.co/EWXh7hERbq', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1605995588297773056/E9xyyqqA_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/3065618342/1620918020', label=None, blue=True, blueType='Business'))"
23,2023-06-03 13:10:10+00:00,1664982810094960640,"🗺️ Learn more about @PaulygonNFT’s Quests here:

https://t.co/CxEi7JMtrL

Quests are planned to run until June 16th (if you supplied on 0VIX on zkEVM before May 29th, you might not be qualified for the skin and need to re-supply).

4/5",https://twitter.com/0vixProtocol/status/1664982810094960640,0vixProtocol,15862,1,0,2,0,en,"[TextLink(text='twitter.com/PaulygonNFT/st…', url='https://twitter.com/PaulygonNFT/status/1664610785220259841?s=20', tcourl='https://t.co/CxEi7JMtrL', indices=(49, 72))]",,,https://twitter.com/PaulygonNFT/status/1664610785220259841,1.664982808371032e+18,https://twitter.com/0vixProtocol,"[User(username='PaulygonNFT', id=1639071974495522817, displayname='Paulygon (NO, WL)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]",,,,,
24,2023-06-03 13:10:10+00:00,1664982808371032066,"🪂 Here is another reason to get yourself a custom Pauly with the 0VIX #zkEVM Quest:

https://t.co/llHDvHTdMj

#ProbablyNothing

3/5",https://twitter.com/0vixProtocol/status/1664982808371032066,0vixProtocol,15862,1,0,2,0,en,"[TextLink(text='twitter.com/PolygonDaily/s…', url='https://twitter.com/PolygonDaily/status/1660995191178682370?s=20', tcourl='https://t.co/llHDvHTdMj', indices=(85, 108))]",,,https://twitter.com/PolygonDaily/status/1660995191178682370,1.6649828063241912e+18,https://twitter.com/0vixProtocol,,,,"['zkEVM', 'ProbablyNothing']",,
25,2023-06-03 13:10:09+00:00,1664982806324191233,"How to check if you’ll get the Pauly-0VIX drip?

After supplying $100 of $MATIC, $USDT, $USDC or $ETH on #zkEVM (https://t.co/JuYxjMWJOG), connect your wallet to Paulygon’s site (no TXs to sign) to check quest completion.

Allow 24 hours for quest completion to be reflected.

2/5 https://t.co/liY0GahQAQ",https://twitter.com/0vixProtocol/status/1664982806324191233,0vixProtocol,15862,1,0,3,0,en,"[TextLink(text='app.0vix.com', url='https://app.0vix.com/', tcourl='https://t.co/JuYxjMWJOG', indices=(113, 136))]","[Photo(previewUrl='https://pbs.twimg.com/media/Fxs0VlWWwAAxo9w?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fxs0VlWWwAAxo9w?format=jpg&name=orig', altText=None)]",,,1.6649828042355302e+18,https://twitter.com/0vixProtocol,,,,['zkEVM'],"['MATIC', 'USDT', 'USDC', 'ETH']",
26,2023-06-03 13:10:09+00:00,1664982804235530240,"💜 0VIX x @PaulygonNFT Quest on @0xPolygon #zkEVM is LIVE 💜

🌊 Get an insanely cool #0VIX skin, earn yield &amp; qualify for a potential #Polygon zkEVM airdrop

Participating is simple: Supply $100 of any asset on 0VIX on Polygon #zkEVM

👉 Learn more: https://t.co/B4AyqTNMbw

1/5 https://t.co/IYO0eQEPN6",https://twitter.com/0vixProtocol/status/1664982804235530240,0vixProtocol,15862,6,8,40,0,en,"[TextLink(text='paulygon.io', url='https://paulygon.io/', tcourl='https://t.co/B4AyqTNMbw', indices=(251, 274))]","[Photo(previewUrl='https://pbs.twimg.com/media/Fxsz64lWAAI0R-7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fxsz64lWAAI0R-7?format=jpg&name=orig', altText=None)]",,,,,"[User(username='PaulygonNFT', id=1639071974495522817, displayname='Paulygon (NO, WL)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None), User(username='0xPolygon', id=1290205144815108099, displayname='Polygon', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None, blue=None, blueType=None)]",,,"['zkEVM', '0VIX', 'Polygon', 'zkEVM']",,
